Date,Open,High,Low,Close,Adj Close,Volume
37260,10631,10871.49023,10617.08008,10871.49023,10871.49023,0
37263,10803.4502,10979.91992,10803.4502,10942.36035,10942.36035,0
37264,10841.96973,10843.25977,10662.25,10695.59961,10695.59961,0
37265,10661.25,10747.59961,10638.42969,10663.98047,10663.98047,0
37266,10652.16992,10710.48047,10494.34961,10538.42969,10538.42969,0
37267,10536.25,10571.5,10441.58984,10441.58984,10441.58984,0
37271,10359.44043,10359.44043,10208.04981,10208.04981,10208.04981,0
37272,10172.16016,10269.03027,10096.33984,10177.58008,10177.58008,0
37273,10184.9502,10257.4502,10074.4502,10128.17969,10128.17969,0
37274,10165.16016,10296.79004,10151.42969,10293.32031,10293.32031,0
37277,10252.42969,10393.55957,10169.79981,10280.25,10280.25,0
37278,10225.51953,10280.29981,10050.98047,10050.98047,10050.98047,0
37279,10063.91992,10154.82031,10040.91016,10040.91016,10040.91016,0
37280,10089.25,10240.38965,10012.79981,10074.04981,10074.04981,0
37281,10133.58984,10149.87012,10017.48047,10144.13965,10144.13965,0
37284,10190.28027,10303.74023,10156.19043,10220.84961,10220.84961,0
37285,10191.75,10191.75,10026.03027,10026.03027,10026.03027,0
37286,9921.730469,9938.330078,9843.120117,9919.480469,9919.480469,0
37287,9962.349609,10012.15039,9896.839844,9997.799805,9997.799805,0
37288,10026.95996,10032.25,9735.049805,9791.429688,9791.429688,0
37291,9808.820313,9808.820313,9623.990234,9631.929688,9631.929688,0
37292,9577.169922,9683.929688,9473.459961,9475.599609,9475.599609,0
37293,9494.620117,9602.519531,9420.849609,9420.849609,9420.849609,0
37294,9481.089844,9634.790039,9458.700195,9583.269531,9583.269531,0
37295,9564.75,9753.75,9538.450195,9686.05957,9686.05957,0
37299,9816.959961,9949.730469,9816.959961,9877.990234,9877.990234,0
37300,9901.889648,10039.25,9865.75,9968.349609,9968.349609,0
37301,10014.17969,10235.37988,10014.17969,10081.08984,10081.08984,0
37302,10098.23047,10152,10025.54981,10048.09961,10048.09961,0
37305,10021.54981,10119.20996,9980.889648,10093.25,10093.25,0
37306,10113.69043,10129.33984,9847.160156,9847.160156,9847.160156,0
37307,9783.160156,9901.240234,9773.950195,9834.129883,9834.129883,0
37308,9913.849609,10295.41992,9895.450195,10295.41992,10295.41992,0
37309,10219.84961,10418.63965,10165.71973,10356.78027,10356.78027,0
37312,10394.73047,10446.28027,10289.83008,10296.46973,10296.46973,0
37313,10405.45996,10458.87012,10183.51953,10202.62988,10202.62988,0
37314,10268.87012,10573.08984,10268.87012,10573.08984,10573.08984,0
37315,10634.92969,10798.66992,10587.83008,10587.83008,10587.83008,0
37316,10641.36035,10813.4502,10540.30957,10812,10812,0
37319,10942.5,11450.21973,10941.36035,11450.21973,11450.21973,0
37320,11529.20996,11602.75,11348.4502,11348.4502,11348.4502,0
37321,11375.87012,11648.37988,11358.53027,11358.53027,11358.53027,0
37322,11473.62988,11690.36035,11472.87988,11648.33984,11648.33984,0
37323,11710.2002,12010.25,11634.30957,11885.79004,11885.79004,0
37326,11941.91992,12034.04004,11772.86035,11919.29981,11919.29981,0
37327,11863.70996,11912.29004,11607.33008,11607.33008,11607.33008,0
37328,11548.24023,11774.17969,11415.30957,11415.30957,11415.30957,0
37329,11471.83008,11568.82031,11347.25,11568.82031,11568.82031,0
37330,11594.87012,11709.44043,11537.88965,11648.00977,11648.00977,0
37333,11745.80957,11789.45996,11477.67969,11498.37988,11498.37988,0
37334,11597.86035,11792.82031,11597.86035,11792.82031,11792.82031,0
37335,11833.96973,11833.96973,11503.79004,11526.78027,11526.78027,0
37337,11460.9502,11519.67969,11326.21973,11345.08008,11345.08008,0
37340,11339.05957,11378.78027,11166.91992,11261.08984,11261.08984,0
37341,11214.25,11524.23047,11165,11207.91992,11207.91992,0
37342,11251.7002,11421.00977,11190.38965,11323.67969,11323.67969,0
37343,11313.55957,11348.21973,11240.99023,11333.11035,11333.11035,0
37344,11350.34961,11389.59961,11024.94043,11024.94043,11024.94043,0
37347,11106.07031,11148.5,11007.62988,11028.7002,11028.7002,0
37348,11142.83008,11217.24023,11049.84961,11204.49023,11204.49023,0
37349,11103.71973,11476.94043,11042.25,11400.70996,11400.70996,0
37350,11430.25,11537.12988,11336.2002,11379.2002,11379.2002,0
37351,11366.40039,11412.99023,11301.9502,11335.49023,11335.49023,0
37354,11321.28027,11430.03027,11265.17969,11352.88965,11352.88965,0
37355,11337.49023,11363.2002,11113.08008,11114.49023,11114.49023,0
37356,11089.12988,11293.16992,11052.7002,11218.58008,11218.58008,0
